77	41
63	27
58	56
99	64
94	60
70	63
89	69
77	40
97	95
85	48
78	15
97	52
60	51
81	52
38	22
48	34
46	16
98	25
38	4
80	63
71	59
84	37
63	48
55	6
76	3
76	75
90	50
86	20
96	59
54	48
7	0
72	64
87	18
92	76
34	0
78	71
65	27
69	27
42	35
36	30
85	39
68	52
80	71
66	17
76	70
87	56
78	61
22	11
49	5
58	12
26	22
66	12
36	18
93	39
75	5
73	58
61	57
87	80
15	6
56	51
60	26
68	8
88	67
45	36
72	28
46	43
12	1
73	9
65	61
95	26
97	59
70	53
92	41
8	5
89	85
99	60
56	34
64	57
39	21
70	6
87	15
28	24
93	84
75	65
95	71
98	72
37	16
48	41
55	0
62	12
71	66
98	87
75	58
58	9
83	13
68	5
89	82
61	10
81	50
96	8
48	13
88	0
93	57
85	67
65	57
85	4
34	17
52	34
73	1
66	9
87	55
31	18
71	58
96	24
63	35
63	61
33	13
82	66
73	55
97	0
75	19
69	29
99	93
28	23
98	35
98	62
93	5
69	65
33	29
64	2
61	25
98	21
83	29
34	31
32	20
76	45
77	19
74	54
78	63
66	10
65	47
58	1
96	76
40	15
87	85
70	60
78	39
86	14
79	74
30	9
31	30
97	33
68	15
91	66
91	32
2	0
55	47
67	52
35	25
46	5
99	57
47	2
30	5
54	11
37	23
87	62
55	22
93	75
89	8
45	37
77	34
50	35
97	81
59	56
91	29
65	64
82	13
65	41
84	56
78	2
39	32
94	83
83	4
73	26
89	19
87	54
61	55
92	56
9	1
79	12
74	44
23	2
81	44
97	88
45	32
62	27
90	70
96	4
76	0
47	12
80	60
88	8
28	8
98	8
98	38
44	33
20	3
27	17
6	0
96	51
27	18
70	29
93	76
97	11
93	55
84	33
81	36
93	32
19	17
29	25
94	44
98	7
64	41
97	13
82	71
74	53
95	77
74	12
73	31
96	3
66	60
81	56
80	57
77	38
14	8
82	75
83	66
93	51
81	18
51	8
78	0
70	34
83	68
94	0
62	6
24	7
57	47
85	10
56	33
79	64
53	29
98	18
84	77
94	47
67	49
81	32
57	45
73	35
89	33
41	40
71	26
90	37
90	28
95	75
40	36
90	29
67	37
98	30
32	30
54	23
80	14
60	5
82	35
97	6
91	53
69	1
64	16
78	57
61	40
82	57
90	6
99	2
90	56
86	6
34	27
53	13
32	19
94	63
51	0
87	29
91	81
71	67
99	46
33	22
79	50
65	7
71	22
47	0
51	1
54	46
74	6
32	31
81	11
86	3
99	16
57	56
83	53
88	18
46	12
95	82
59	9
79	11
72	57
64	8
52	21
73	29
66	41
65	42
77	13
18	11
77	37
43	35
36	25
94	74
86	35
60	42
51	4
76	53
72	45
84	83
99	96
97	85
8	2
43	15
86	52
98	50
89	72
72	24
77	27
93	44
84	17
42	2
64	33
96	20
70	26
49	37
96	40
73	68
72	50
91	90
75	62
94	67
54	18
93	60
41	4
40	35
48	3
14	6
84	60
96	27
78	42
98	64
78	70
24	9
99	17
34	18
59	33
98	40
86	8
78	49
80	73
29	9
68	41
70	59
83	67
76	20
30	3
68	6
27	23
42	40
55	5
76	5
85	9
56	45
40	4
48	31
67	51
98	79
63	4
57	55
50	31
81	38
53	17
77	49
79	39
95	23
30	28
44	35
16	1
17	9
31	29
96	79
84	57
97	87
55	30
90	66
88	77
89	38
99	30
80	19
88	40
81	8
70	8
91	7
66	35
28	26
78	11
85	61
86	67
68	45
80	72
53	48
97	22
80	36
79	73
44	10
87	5
54	53
88	10
69	63
21	20
36	11
53	7
62	39
55	2
98	51
21	6
97	96
63	25
98	45
79	3
75	74
86	58
77	64
49	24
37	34
12	8
34	9
99	22
81	9
23	5
26	16
36	1
23	11
56	20
21	14
55	40
82	3
81	39
70	33
18	2
85	42
69	20
18	10
93	11
96	94
23	3
14	0
65	45
95	28
58	53
61	12
77	39
34	3
49	26
90	53
67	42
53	22
42	18
62	1
61	16
60	6
54	8
98	13
88	1
59	57
72	2
25	1
58	55
86	56
67	24
79	52
58	50
25	6
86	29
57	1
74	9
60	57
63	10
94	5
81	31
88	7
30	18
90	51
80	74
62	51
72	52
72	8
32	3
38	14
99	48
77	23
55	32
54	19
78	54
93	23
41	23
89	57
84	66
92	17
55	12
84	38
86	75
86	34
59	31
72	3
31	11
85	13
98	76
74	62
17	8
92	45
32	5
58	30
47	8
69	19
76	57
45	40
99	54
60	13
62	22
69	30
85	54
99	87
57	27
71	18
65	19
33	32
50	23
88	68
49	46
95	65
63	43
65	4
35	31
41	27
9	6
45	20
61	6
34	13
37	8
92	86
98	67
86	62
92	0
85	46
89	60
89	5
13	10
93	53
76	17
17	7
75	39
91	14
27	1
61	41
91	26
80	11
30	8
80	32
37	13
99	24
59	49
91	27
64	5
54	39
94	87
67	39
97	28
88	72
39	17
84	21
83	51
85	66
76	44
91	65
23	17
97	67
61	4
20	7
74	32
60	47
44	7
51	2
69	15
67	61
11	9
93	17
64	15
49	13
64	11
60	11
84	22
79	36
91	21
13	12
98	48
90	77
35	28
15	5
28	12
67	58
87	82
64	45
75	60
50	34
42	33
83	35
81	68
28	16
38	26
23	10
90	44
46	15
90	46
88	17
52	38
56	55
77	43
60	7
81	26
93	29
79	2
57	13
12	3
93	85
64	43
38	5
55	38
76	47
63	52
54	40
18	4
76	74
41	17
67	62
92	8
78	36
74	39
62	19
98	81
78	8
95	59
74	24
78	53
62	4
70	4
48	20
65	26
58	25
99	82
79	18
59	40
47	16
53	21
61	43
62	60
97	76
3	2
72	40
96	22
89	9
95	58
59	28
94	52
93	64
84	13
65	16
91	28
33	16
96	80
43	2
77	58
65	49
9	8
79	46
29	14
90	16
70	19
27	24
56	43
39	12
39	13
39	19
77	59
80	10
73	15
98	90
99	65
92	7
91	72
74	34
50	24
38	21
55	27
96	77
37	12
87	70
67	20
90	1
70	39
91	35
64	7
68	57
85	79
21	15
59	29
26	19
90	22
97	83
53	37
93	71
91	78
52	0
67	23
11	4
77	1
69	64
84	30
36	13
65	29
79	33
83	70
79	55
22	16
93	77
84	39
96	35
95	94
94	90
16	14
70	15
76	9
68	58
80	38
78	69
51	12
67	14
93	33
14	13
28	17
9	7
73	7
47	26
81	10
91	5
90	60
92	57
42	23
93	8
53	30
97	42
92	3
34	5
42	28
59	34
66	7
70	54
82	4
84	27
59	47
61	48
22	0
85	19
41	6
54	21
87	4
98	16
23	22
91	22
85	29
61	5
87	44
95	0
89	2
61	31
49	35
85	34
8	6
39	7
87	86
73	60
92	71
94	1
57	42
58	6
64	18
73	51
70	7
65	2
88	5
78	56
75	56
64	31
5	0
52	41
69	22
